Title,Author,Year,Citation count,Open access,Keyword
Association and agreement of contact-based smartphone photoplethysmography (PPG) compared with electrocardiography (ECG) : A protocol for a systematic review and meta-analysis,James D. Mather|Nicholas Sculthorpe|Ethan C J Berry|Jacqueline L. Mair|Nilihan E. M. Sanal-Hayes|Lawrence D Hayes,2026,0,Open Access,Photoplethysmogram|CINAHL|Protocol (science)|Reliability (semiconductor)|CLARITY|Consistency (knowledge bases)|Presentation (obstetrics)|Scopus|Gold standard (test)
РЕЗИЛЬЄНТНИЙ МЕНЕДЖМЕНТ ЯК НОВА ПАРАДИГМА УПРАВЛІННЯ В УМОВАХ ЦИФРОВОЇ ЕКОНОМІКИ,Ірина Олександрівна Шевченко,2026,0,Open Access,Adaptability|Context (archaeology)|Structuring|Risk management|Digital economy|Key (lock)|Technology management|Presentation (obstetrics)|Predictability
Lateral extra-articular tenodesis and anterolateral ligament reconstruction as reinforcement procedures in primary anterior cruciate ligament reconstruction in adults: a scoping review protocol [Tenodesis lateral extraarticular y reconstrucción del ligamento anterolateral como procedimientos de refuerzo en la reconstrucción primaria del ligamento cruzado anterior en adultos: protocolo de una revisión exploratoria],Fernanda Yassare Barrera Tobar,2025,0,Open Access,Anterolateral ligament|Anterior cruciate ligament|Anterior cruciate ligament reconstruction|Fixation (population genetics)|Ligament|Cruciate ligament
Vision-Based Artificial Intelligence Technologies for Epilepsy Monitoring: Scoping Review and Taxonomy Development Study,Mirijana Irnich|Jonas Hammer|Aleksandra Flok|Frank Teuteberg,2026,0,Open Access,Epilepsy|Taxonomy (biology)|MEDLINE|Context (archaeology)|Health care
"Assessing, mitigating and controlling psychosocial hazards: a scoping review protocol to map the current state of knowledge",Yannick A. Metzler|Meike Heming|Mathias Diebig,2026,0,Open Access,Psychosocial|PsycINFO|Grey literature|Protocol (science)|Risk management|Inclusion (mineral)|Data extraction|MEDLINE
Fatigue in Coronary Artery Disease: A Theory of Unpleasant Symptoms-Guided Protocol for a Scoping Review (Preprint),Amanda Gabriela Muller|Giovanny Andres Perez Jaimes|Leidy Johanna Rueda Díaz|Rita de Cassia Gengo e Silva Butcher,2025,0,Open Access,MEDLINE|Protocol (science)|Systematic review|Coronary artery disease|Conceptual framework|Quality (philosophy)|Grey literature|Conceptual model
GENDER EQUALITY MANAGEMENT IN HEALTHCARE INSTITUTION: CURRENT STATE AND DIRECTIONS FOR IMPROVEMENT,Larysa Fedoryshyna|Yurii Krasnoportko,2025,0,Open Access,Gender equality|Process (computing)|State (computer science)|Health care|Presentation (obstetrics)|Set (abstract data type)|Gender analysis
POLICY FOR THE ASSESSMENT AND COMPENSATION OF DAMAGES FROM THE RUSSIAN FEDERATION’S AGGRESSION AGAINST UKRAINE,Валерій Жук|Yuliіa Bezdushna|Наталія Жук|Olena Hryschenko,2025,0,Open Access,Damages|Russian federation|Compensation (psychology)|Aggression|Political science|Criminology|Psychology|Law|Business|Social psychology|Economic policy
Lateral extra-articular tenodesis and anterolateral ligament reconstruction as reinforcement procedures in primary anterior cruciate ligament reconstruction in adults: a scoping review protocol [Tenodesis lateral extraarticular y reconstrucción del ligamento anterolateral como procedimientos de refuerzo en la reconstrucción primaria del ligamento cruzado anterior en adultos: protocolo de una revisión exploratoria],Fernanda Yassare Barrera Tobar,2025,0,Open Access,Anterolateral ligament|Anterior cruciate ligament|Anterior cruciate ligament reconstruction|Fixation (population genetics)|Ligament|Cruciate ligament
Lateral extra-articular tenodesis and anterolateral ligament reconstruction as reinforcement procedures in primary anterior cruciate ligament reconstruction in adults: a scoping review protocol [Tenodesis lateral extraarticular y reconstrucción del ligamento anterolateral como procedimientos de refuerzo en la reconstrucción primaria del ligamento cruzado anterior en adultos: protocolo de una revisión exploratoria],Fernanda Yassare Barrera Tobar,2025,0,Open Access,Anterolateral ligament|Evidence-based medicine|Anterior cruciate ligament|Anterior cruciate ligament reconstruction|MEDLINE|Ligament|Systematic review|Medial patellofemoral ligament|Evidence-based practice
КОРПОРАТИВНІ ФІНАНСИ В УМОВАХ ЦИФРОВІЗАЦІЇ ФІНАНСОВОЇ СИСТЕМИ УКРАЇНИ,Олена Стащук|Микола Карлін|Наталія Ткачук,2026,0,Open Access,Economic stability|State (computer science)|Scientific literature|Financial management|Foundation (evidence)|Key (lock)|Digital transformation|Set (abstract data type)|Financial sector
Lateral extra-articular tenodesis and anterolateral ligament reconstruction as reinforcement procedures in primary anterior cruciate ligament reconstruction in adults: a scoping review protocol [Tenodesis lateral extraarticular y reconstrucción del ligamento anterolateral como procedimientos de refuerzo en la reconstrucción primaria del ligamento cruzado anterior en adultos: protocolo de una revisión exploratoria],Fernanda Yassare Barrera Tobar,2025,0,Open Access,Anterolateral ligament|Anterior cruciate ligament|Anterior cruciate ligament reconstruction|Fixation (population genetics)|Ligament|Cruciate ligament
Artificial Intelligence-based Interpretation of Race and Sex Disparities among U.S. Internal Medicine Faculty: A Comparative Analysis,Stephanie Quon|Katherine Zheng,2026,0,Open Access,Concordance|Interpretation (philosophy)|Workforce|Race (biology)|Diversity (politics)|Equity (law)|Rank (graph theory)|Inequality
Vision-based Artificial Intelligence Technologies for Epilepsy Monitoring: Scoping Review and Taxonomy Development Study (Preprint),Mirijana Irnich|Jonas Hammer|Aleksandra Flok|Frank Teuteberg,2025,0,Open Access,Taxonomy (biology)|Epilepsy|Delphi method|Classifier (UML)|Visualization|Delphi
"PROTOCOL: Use of DNA Testing in Police Investigative Work for Increasing Suspect Identification, Arrest, Conviction, and Case Clearance",David B. Wilson|David Weisburd|David McClure,2009,1,Open Access,Conviction|Suspect|Protocol (science)|Identification (biology)|Psychology|Dna testing|Criminology|Medicine|Law|Political science|Biology|Genetics
Methods for incorporating equity analysis in full health economic evaluations: A systematic review protocol,Fabio Dezo|Ana Carolina Nonato|Kelvin Hiromiti Albuquerque Yokota|Sophia Aguiar Monteiro Borges|Natacha Cerchiari|Alessandro Gonçalves Campolina|E Polli|Patricia Coelho de Soárez|Maria Carrasquilla,2026,0,Open Access,Operationalization|Equity (law)|Health equity|Population health|Population|Socioeconomic status|Health care|Health policy
Methods for incorporating equity analysis in full health economic evaluations: A systematic review protocol,E Polli|Natacha Cerchiari|Kelvin Hiromiti Albuquerque Yokota|Maria Carrasquilla Sotomayor|Patricia Coelho de Soárez|Fabio Dezo|Ana Carolina Nonato|Alessandro Gonçalves Campolina|Sophia Aguiar Monteiro Borges,2026,0,Open Access,Operationalization|Equity (law)|Health equity|Population health|Population|Socioeconomic status|Health care|Health policy
"A Universal Measurement Geometry for Multifractal Analysis: Empirical Coherence, Hierarchical Structure, and the Fractal Asymmetry Kernel",Jedi Markus Strive,2026,0,Open Access,Multifractal system|Fractal|Boundary (topology)|Metadata|Python (programming language)|Computation|Fractal analysis|Invariant (physics)
"A Universal Measurement Geometry for Multifractal Analysis: Empirical Coherence, Hierarchical Structure, and the Fractal Asymmetry Kernel",Jedi Markus Strive,2026,0,Open Access,Multifractal system|Fractal|Boundary (topology)|Metadata|Python (programming language)|Computation|Fractal analysis|Invariant (physics)
The effectiveness of surgical versus conservative treatment for symptomatic unilateral spondylolysis of the lumbar spine in athletes,Morné Stephan Scheepers,2017,0,Open Access,Spondylolysis|Medicine|Athletes|Lumbar spine|Conservative treatment|Surgery|Lumbar|Physical therapy|Spondylolisthesis
ІНТЕГРАЦІЯ МАРКЕТИНГОВОЇ ЛОГІСТИКИ У СТРАТЕГІЮ РОЗВИТКУ ПІДПРИЄМСТВА В УМОВАХ НЕВИЗНАЧЕНОСТІ,І.В. Олійник,2026,0,Open Access,Key (lock)|Marketing strategy|Competitive advantage|Order (exchange)|Process (computing)|Supply chain|Marketing research|Performance indicator|Customer satisfaction
"Pain Assessment Tools for Infants, Children, and Adolescents With Cancer: Protocol for a Scoping Review (Preprint)",Mika Hirata|Noyuri Yamaji|Shotaro Iwamoto|Ayaka Hasegawa|Mitsuru Miyachi|Takashi Yamaguchi|Daisuke Hasegawa|Erika Ota|Nobuyuki Yotani|Japanese Society for Palliative Medicine,2024,0,Open Access,Preprint|Protocol (science)|Medicine|Psychology|Alternative medicine|Computer science|World Wide Web
The Roles and Underlying Mechanisms of Histone Deacetylases in Alcohol-Associated Liver Disease,YANG Yuqing,2026,0,Open Access,Schematic|Histone|Construct (python library)|Software|Diagram|Key (lock)
eHealth Tools Supporting Early Childhood Education and Care Centers to Assess and Enhance Nutrition and Physical Activity Environments: Protocol for a Scoping Review (Preprint),Joyce Hayek|Katharine Elliott|Makayla Vermette|Lynne M. Z. Lafave,2023,0,Open Access,eHealth|CINAHL|Best practice|Context (archaeology)|Grey literature|Systematic review|Preprint|Population|Psychological intervention|Medicine|Checklist|Medical education|Scopus|Gerontology|Psychology|MEDLINE|Health care|Nursing|World Wide Web|Computer science|Environmental health|Political science|Geography
PROTOCOL FOR A SCOPING REVIEW ON THE CULTURAL ADAPTATION OF DIGITAL HEALTH INTERVENTIONS FOR STUNTING PREVENTION IN LOW- AND MIDDLE-INCOME COUNTRIES,"Herfina Nababan|Astuti, Yuly|Meirina Ayumi Malamassam|Liwin, Lilipramawanty Kewok",2025,0,Open Access,Grey literature|Psychological intervention|Public health|Adaptation (eye)|Digital health|Protocol (science)|Inclusion (mineral)|Process (computing)
Holistic Person-Centered Care in Radiotherapy: Protocol for a Scoping Review,Fatima Bhyat|Andrew William Makkink|Karien Henrico,2023,0,Open Access,Protocol (science)|Medicine|Nursing|Psychology|Alternative medicine
Assessing the Potential for AI Use within Project-Oriented Learning Activities of an Interdisciplinary Nature by Students of Accounting and Economic Specialties at the First (Bachelor’s) Level of Higher Education,Mykhailo Yu. Kryvoruchko,2026,0,Open Access,Relevance (law)|Process (computing)|Higher education|Generative grammar|Work (physics)|Field (mathematics)|Subject (documents)
STAGES OF IMPLEMENTING CONTROL OVER FINANCIAL RESOURCES IN CONSTRUCTION,Марія Гуменна-Дерій,2022,0,Open Access,Business|Control (management)|Finance|Solvency|Quality (philosophy)|Normative|Process (computing)|Accounting|Market liquidity|Economics|Management
Цифровизация андеррайтинга: обзор скоринговых систем и методов машинного обучения в личном страховании,Е.И. Марнадзе,2025,0,NOT Open Access,Underwriting|Novelty|Automation|Value (mathematics)|Novelty detection
Novel methods for dose-response meta-analysis,Alessio Crippa,2018,0,Open Access,Computer science
Holistic Person-Centered Care in Radiotherapy: Protocol for a Scoping Review (Preprint),Fatima Bhyat|Andrew William Makkink|Karien Henrico,2023,0,Open Access,Health care|Grey literature|Psychosocial|Medicine|Protocol (science)|Nursing|Psychology|Medical education|MEDLINE|Psychotherapist|Alternative medicine
The Ability of Soil Bacteria from Liwa Botanical Gardens to Produce Indole Acetic Acid Hormone (AIA),Cristina Nugroho Ekowati|Agung Sanjaya|Suratman Umar|Sumardi Sumardi,2022,0,Open Access,Biology|Rhizobium|Microbiology|Klebsiella|Bacteria|Erwinia|Azotobacter vinelandii|Bradyrhizobium|Botany|Nitrogen fixation|Biochemistry|Escherichia coli|Nitrogenase
Ice Breaking Drilling Ship for Offshore Exploratory Drilling In the Arctic,Klemme M. Jones|James C. Schaff,1973,0,NOT Open Access,Offshore drilling|Drilling|Submarine pipeline|Arctic|Compromise|Service (business)|Computer science|Marine engineering|Operations research|Engineering|Oceanography|Geology|Business|Mechanical engineering|Marketing
INNOVATIVE COMPONENT IN THE ROAD QUALITY MANAGEMENT SYSTEM,С.В. Домнина|Elena Savoskina|Oksana А. Guzhova,2022,0,Open Access,Quality (philosophy)|Quality management system|Transport engineering|Management system|Component (thermodynamics)|Quality management|Business|Risk analysis (engineering)|Operations management|Engineering
Available Treatment Modalities and Factors Affecting the Accuracy of Full-Arch Implant Digital Impressions Made Using Auxiliary Aids: A Scoping Review,Pragati Kaurani,2026,0,Open Access,Context (archaeology)|Impression|Implant|Modalities|Modality (human–computer interaction)|Population
Mathematical models for predicting and early diagnosis of diseases caused by electromagnetic fields of low-frequency radio frequency range,Н. А. Кореневский|А.В. Титова|T. N. Govorukhina|Дмитрий Андреевич Медников,2020,0,Open Access,Range (aeronautics)|Radio frequency|Electromagnetic field|Physics|Low frequency|Electromagnetic radiation|Acoustics|Computational physics|Computer science|Optics|Telecommunications|Engineering|Astronomy|Aerospace engineering|Quantum mechanics
CIRCULAR CLUSTERS OF CHINA: BENCHMARKING IN THE CONTEXT OF GLOBAL ECONOMIC FRAGMENTATION,Maksym Zhyvko,2024,0,Open Access,Benchmarking|Fragmentation (computing)|China|Context (archaeology)|Economic geography|Regional science|Business|Political science|Geography|Computer science|Marketing
Car Surface Highlight Dataset,wang jia cheng|Jiang Xueqin,2025,0,Open Access,Gloss (optics)|Offset (computer science)|Tripod (photography)|Image processing|Image resolution|Digital image processing|Data acquisition
Protocol for Systematic Review on Secondary Immunodeficiency,Iqra Mumtaz,2026,0,Open Access,Hypogammaglobulinemia|Immune system|Immunodeficiency|Disease|Vaccination|Immune dysregulation|Infectious disease (medical specialty)|Malignancy
ACC Research Agenda Conference 2018: Peer Reviewer Acknowledgments and Abstracts of Proceedings,Dana. J. Lawrence,2018,2,Open Access,Art history|Art|Philosophy
Illegal Activities of Cartel Organizations in the Field of Public Procurement as a New Object of Statistical Study,A. E. Lyapin,2024,0,Open Access,Cartel|Procurement|Object (grammar)|Field (mathematics)|Business|Industrial organization|Computer science|Marketing|Artificial intelligence|Mathematics|Collusion
INFLUENCE OF CASH FLOWS WITHIN A BANK ON ITS LIQUIDITY,Andrey Meshcheryakov,2021,0,Open Access,Market liquidity|Liquidity risk|Accounting liquidity|Business|Liquidity crisis|Current asset|Economics|Financial system|Finance
Approaches to reduce inefficiency in the outpatient scheduling process.,Diego Querino Domingues,2026,0,Open Access,Inefficiency|Scheduling (production processes)|Workload|Operationalization|Workflow|Health care|Restructuring
TRENDS AND PRIORITIES OF THE DEVELOPMENT OF THE DOMESTIC MARKET OF GRAPES AND FRUIT AND BERRY CROPS IN THE WAR AND POST-WAR PERIOD,Валерій Бондаренко|K. Sokolyuk,2024,0,Open Access,Commodity|Restructuring|Agriculture|Agrarian society|Domestic market|Berry|Business|Economics|Economy|International trade|Market economy|Geography
Towards learning deep rules,"Beck, Florian",2025,0,Open Access,Artificial neural network|Learning rule|Simplicity|Backpropagation|Relevance (law)|Deep learning|Class (philosophy)|Closing (real estate)
Energy Band Structure Control and Photocatalytic Hydrogen Evolution Study of ZnCdS Solid Solution Image Dataset,tao zi chen|Zhang Bin|Niu Lijun|Jie Liu|Lidong Wang,2026,0,Open Access,Photocatalysis|Hydrogen production|Hydrogen|Solid solution|Reagent|Image processing|Catalysis|Electric power
Have digital self-help mental health intervention research studies reached and been adopted by Global Majority young people? A Mapping Review (Preprint),Sophie Dallison|Phoebe Thliveri|Sara Munir|Harriet J. Padley|Hiu Man Fung|Bronwynè Coetzee|Peter Phiri|Abbie Jordan|Maria Loades,2026,0,Open Access,Mental health|Psychological intervention|Global mental health|Intervention (counseling)|Global health|MEDLINE|Grey literature|Ethnic group|Narrative
THE MECHANISM OF SUSTAINABLE DEVELOPMENT OF THE RUSSIAN AGRICULTURAL COOPERATIVES AS SOCIALLY ORIENTED ECONOMIC ENTITIES,О.Н. Мороз|Д.А. Медведский,2023,0,NOT Open Access,Mechanism (biology)|Business|Agriculture|Sustainable development|Industrial organization|Economic system|Economics|Political science|Geography
Artificial Intelligence in Surgical Informed Consent and Preoperative Patient Education: A Scoping Review,shayan sadegian|Pawani Abeyratne,2025,0,Open Access,Informed consent|Comprehension|Personalization|Process (computing)|Patient education|MEDLINE|Decision aids|Patient Consent|Confidentiality
Naval Blockades in Peace and War: An Economic History Since 1750 (review),Eric W. Osborne,2007,0,NOT Open Access,Spanish Civil War|Sanctions|CLARITY|Economic sanctions|Diplomacy|World War II|History|Economic history|Political science|Law|Economy|Economics|Politics
"Oral Healthcare Providers’ Well-being, Health and Experience (WHE) in Dental Care Settings: A Protocol for an Umbrella Review of Systematic Reviews and Meta-analyses",Pascaline Kengne Talla|Bile Yacouba Djedou|Geneviève Gore|Belinda Nicolau|Paula Louise Bush,2025,0,Open Access,Protocol (science)|Health care|Meta-analysis|Oral health care|Dental care|Medicine|Oral health|Nursing|Psychology|Family medicine|Alternative medicine|Political science
Equity-Oriented Design Processes and Evaluation of Digital Health Technologies for Black Communities Beyond Usability: Scoping Review,Myesha A. Senior|Kejah Bascon|Myrtede Alfred|Enid Montague,2026,0,Open Access,Digital health|Health equity|Grey literature|Citation|Equity (law)|MEDLINE|Digital divide|Public health|The Internet|eHealth
Direct Associations Between Demographic and Socioeconomic Indicators and Positive Airway Pressure Therapy in Adults with Obstructive Sleep Apnoea- A Scoping Review,Maddison Hall|Caroline L. Donovan,2026,0,Open Access,Socioeconomic status|Positive airway pressure|Systematic review|MEDLINE|Meta-analysis|Gold standard (test)|Neighbourhood (mathematics)|Airway obstruction
The State of Intervention Research in Gifted Education: A Scoping Review,Luigi Fenza|Francesco Marsili|Patricia Ayllón Salas|Marta Pellegrini,2026,0,Open Access,Psychological intervention|Intervention (counseling)|Curriculum|Population|Empirical research|Grey literature|Systematic review|Quality (philosophy)|Strengths and weaknesses
The State of Intervention Research in Gifted Education: A Scoping Review,Francesco Marsili|Marta Pellegrini|Patricia Ayllón Salas|Luigi Fenza,2026,0,Open Access,Psychological intervention|Intervention (counseling)|Curriculum|Population|Empirical research|Grey literature|Systematic review|Quality (philosophy)|Strengths and weaknesses
PHYSIOTHERAPY IN THE REHABILITATION OF FEMALE GENITAL MUTILATION SURVIVORS: A SCOPING REVIEW PROTOCOL,"Fatai, Kadiree Ekundayo|EKOWA JULIET LUCY|Onyekwelu, Adaeze Imelda",2025,0,Open Access,"Rehabilitation|Psychosocial|Psychological intervention|Health care|Female circumcision|International Classification of Functioning, Disability and Health|Protocol (science)|MEDLINE"
Potential Climate Change Impacts and Viet Nam's Key Environmental Issues,Sarah England,1994,0,Open Access,Viet nam|Vietnamese|Political science|Agency (philosophy)|Government (linguistics)|Climate change|Grey literature|Economic growth|Geography|Environmental protection|Economy|Sociology|Law|Economics|Social science
dathere/qsv: 21.0.0,Joel Natividad|Andrew Gallant|Mueez Khan|Michael S. Huang|Guillaume Plique|Konstantin Sivakov|Minhajuddin Mohammed|Pascal Heus|Eric Soroos|Abdur Rahman|kindly|Evgeniy Tatarkin|Adam Doppelt|Andrey Akinshin|ruthie|Johann Tuffe|Stephen Pike|Kevin Per|Tony Bowden|Yuki Saito|Pat Sier|ronohm|Eric Kidd|Dmitry Kakurin|Caleb Maclennan|Joseph Frazier|Keith Devens|Clément Renault,2026,0,Open Access,Metadata|Cloud computing|Cache|Prefix|Object (grammar)|sync|USable|Byte
NEUROBALANCE: A PRISMA-ScR Scoping Review of Domain-Specific Neuron Activation and Sparse Computation in Multimodal Large Language Models,Austin Olom Ogar|Abah Joshua|Aliyu Suleiman Muhammed|Oluwatobi Noah Akande|Faruk Obansa Muhammed,2026,0,Open Access,Interpretability|Language model|Computation|Task (project management)|Neural coding|Domain (mathematical analysis)|Metric (unit)|TRACE (psycholinguistics)|Variety (cybernetics)
NEUROBALANCE: A PRISMA-ScR Scoping Review of Domain-Specific Neuron Activation and Sparse Computation in Multimodal Large Language Models,Aliyu Suleiman Muhammed|Faruk Obansa Muhammed|Oluwatobi Noah Akande|Abah Joshua|Austin Olom Ogar,2026,0,Open Access,Interpretability|Language model|Computation|Task (project management)|Neural coding|Domain (mathematical analysis)|Metric (unit)|TRACE (psycholinguistics)|Variety (cybernetics)
"Identification Guide to North American Birds. Part II: Anatidae to Alcidae.— Peter Pyle . 2008. Slate Creek Press, Point Reyes Station, California. xi + 836 pp., 556 line drawings, 71 tables, 289 bar graphs. ISBN 9780961894047. Paper, $62.",Robert E. Gill|Daniel W. Anderson|Clait E. Braun|Eli S. Bridge|William S. Clark|Bruce Eichhorst|Jules Evens|David C. Evers|Floyd E. Hayes|Álvaro Jaramillo|Ian L. Jones|Kenneth D. Richkus,2011,1,Open Access,Anatidae|Line drawings|Line (geometry)|Geography|Archaeology|Identification (biology)|History|Geology|Engineering|Ecology|Biology|Paleontology|Engineering drawing|Geometry|Mathematics
INFLUENCE OF KEY FACTORS ON THE FORMATION OF INNOVATIVE STRATEGIES OF INSURANCE COMPANIES IN THE UKRAINIAN MARKET,Oleksandr POKALCHUK,2025,0,Open Access,Ukrainian|Key (lock)|Business|Marketing|Computer security|Computer science
A COMPREHENSIVE SYSTEMATIC REVIEW OF THE ASSOCIATION BETWEEN VISCERAL OBESITY AND INCREASED CARDIOMETABOLIC DISEASE RISK: A SYSTEMATIC REVIEW OF RANDOMIZED CONTROLLED TRIALS AND PRIMARY STUDIES,Jeffy Marta,2026,0,Open Access,Randomized controlled trial|Body mass index|Metabolic syndrome|Waist|Obesity|Observational study|Placebo|Weight loss|Overweight|Liraglutide
Creating shared value as a strategic sustainability logic for performance in listed international firms in emerging and African markets: a scoping review,"Karanja, Caroline Muthoni",2025,0,Open Access,Corporate social responsibility|Creating shared value|Competitive advantage|Sustainability|Stakeholder engagement|Sustainable Value|Value (mathematics)|Context (archaeology)|Stakeholder|Social responsibility
4D Tectonic Reconstruction,Tomas O'Kane,2013,0,Open Access,Tectonics|Geology|Seismology|Geodesy
Formation of a system of indicators for digital efficiency of logistics management taking into account the digital maturity of the HR system,Андрій Коцур,2026,0,Open Access,Maturity (psychological)|Digital transformation|Capability Maturity Model|Preparedness|Integrated logistics support|Human resource management|Quality (philosophy)|Resource (disambiguation)|Management system
Le genre Hymenaster (Astérides) dans l'océan Atlantique,Myriam Sibuet,1976,0,Open Access,Geography|Forestry|Humanities|Art
"ІНТЕГРОВАНА МОДЕЛЬ УСУНЕННЯ ДИСПРОПОРЦІЙ МАЙНОВОЇ НЕРІВНОСТІ В УМОВАХ УРБАНІЗАЦІЙНОЇ ПОЛІТИКИ, ЦИФРОВОЇ ТРАНСФОРМАЦІЇ ТА СТАЛОГО РОЗВИТКУ",Поліна Володимирівна Пузирьова,2026,0,Open Access,Urbanization|Inequality|Context (archaeology)|Socioeconomic status|Sustainable development|Identification (biology)|Econometric model|Developing country
Chemical and microbiological studies of alicyclic systems,Ian Maxwell Clark,1972,0,Open Access,Alicyclic compound|Biochemical engineering|Engineering|Chemistry|Organic chemistry
Mapping the Evidence on Vertebral Levels Used for Body Composition Assessment by Chest Computed Tomography: A Scoping Review Protocol,瞿芙容,2026,0,Open Access,Skeletal muscle|Adipose tissue|Vertebra|Vertebral column|Protocol (science)|Gold standard (test)|Modality (human–computer interaction)|Rib cage
"Effectiveness, cost effectiveness, acceptability and implementation barriers/facilitators of chronic kidney disease management programs and models of care for Aboriginal and Torres Strait Islander Australians: a mixed methods systematic review protocol",Rachel Reilly|Katharine Evans|Judith Streak Gomersall|Gillian Gorham|Steven F. Warren|Rebekah OʼShea|Micah D.J. Peters|Alex Brown|Alan Cass,2015,0,NOT Open Access,Indigenous|Medicine|Kidney disease|Service delivery framework|Health care|Gerontology|Nursing|Family medicine|Service (business)|Business|Political science
A model design for managing technological parameters at the stage of the pharmaceutical development of antidiabetic drugs in the form of solid dosage forms,Ye. P. Bohuslavskyi,2024,0,Open Access,Dosage form|Pharmaceutical sciences|Biochemical engineering|Management science|Pharmacology|Computer science|Medicine|Intensive care medicine|Engineering
Professionals’ experiences and perceptions of using DIALOG+ in inpatient mental health settings and factors influencing its use - A scoping review,Katja Jung|Péter Sandy|Ulrike Gillon,2026,0,Open Access,Mental health|Grey literature|Scale (ratio)|Qualitative research|Focus group|Intervention (counseling)|Perception|Dialog box|Scope (computer science)
Extracorporeal Shock Wave Therapy for Infrapatellar Fat Pad-Related Pathologies: A Protocol for a Scoping Review,Yoshinori Komatsu,2026,0,Open Access,Infrapatellar fat pad|Extracorporeal shockwave therapy|Extracorporeal shock wave therapy|Osteoarthritis|Fat pad|Population|Plantar fasciitis|Clinical Practice
ЕВОЛЮЦІЯ КОНЦЕПЦІЙ СТРАТЕГІЧНОГО УПРАВЛІННЯ ПІДПРИЄМСТВОМ,М.А. Скрипник,2026,0,Open Access,Strategic management|Strategic planning|Context (archaeology)|Identification (biology)|Process (computing)|Strategic financial management|Categorical variable|Conceptual framework
Searches conducted on 5.2.2024.,Hatice Kübra Öztürk (21387427)|Ondřej Slanař (6254219)|Danica Michaličková (8435346),2025,0,Open Access,Critical appraisal|Observational study|Grading (engineering)|Data extraction|Clinical trial|Meta-analysis|Systematic review|Cohort study|Placebo
Search strategies for databases.,Hatice Kübra Öztürk (21387427)|Ondřej Slanař (6254219)|Danica Michaličková (8435346),2025,0,Open Access,Critical appraisal|Observational study|Grading (engineering)|Data extraction|Clinical trial|Systematic review|Meta-analysis|Sample size determination|Placebo
Роль інформаційних технологій під час реалізації функції адміністративного маркетингу як умова раціонального формування баз даних для дієвого проведення воєнних ігор стратегічного рівня,Михайло Анатолійович Міненко|Л. М. Міненко,2026,0,Open Access,Object (grammar)|Dialectic|Function (biology)|Order (exchange)|Information system|Information technology
Professionals’ experiences and perceptions of using DIALOG+ in inpatient mental health settings and factors influencing its use - A scoping review,Ulrike Gillon|Péter Sandy|Katja Jung,2026,0,Open Access,Mental health|Grey literature|Scale (ratio)|Qualitative research|Focus group|Intervention (counseling)|Perception|Dialog box|Scope (computer science)
PRISMA 2020 checklist.,Hatice Kübra Öztürk (21387427)|Ondřej Slanař (6254219)|Danica Michaličková (8435346),2025,0,Open Access,Critical appraisal|Observational study|Grading (engineering)|Systematic review|Data extraction|Clinical trial|Meta-analysis|Placebo|Cohort study
Emerging Digital Technologies in Virtual Care in Clinical Nursing Practice: An Integrative Review of Ethical Considerations and Strategies,Ebin Arries-Kleyenstuber,2021,0,Open Access,Autonomy|Vulnerability (computing)|Health care|Informed consent|Agency (philosophy)|Nursing research|Bioethics|Scope (computer science)|Nursing care
LA RELACIÓN FAMILIA-COLEGIO COMO BENEFICIO PARA LA ORIENTACIÓN DE LOS ADOLESCENTES Y SU VIDA EN SOCIEDAD PARTIENDO DEL MODELO FAMILIAR,Hipatia Alexandra Meza Intriago|Ronal Stalin Castro Intriago,2018,0,Open Access,Humanities|Cartography|Philosophy|Geography
"Necesidad de implementar en las mallas curriculares de los centros de educación superior, el estudio del derecho deportivo, como alternativa profesional",Feijoò Chicaiza|Robert Eduardo,2016,0,NOT Open Access,Newspaper|Curriculum|Law|Legal education|Political science|Work (physics)|Theme (computing)|Sociology|Humanities|Engineering|Art
Patient-therapist clinical encounter: A scoping review of factors that influence a patient’s perception of high value care in musculoskeletal physiotherapy,Angela Lo|Remi Lu|Katie Kowalski|Patrick Quimio|Jaclyn Viehweger|Heather Gillis|Nathan Vanderkuip|Jackie Sadi,2026,0,Open Access,Rehabilitation|Protocol (science)|Systematic review|Health care|MEDLINE|Musculoskeletal pain|CINAHL|Population|Perception
Результативность налогового контроля на макро- и мезоуровне в современных условиях экономики России,Irina V. Gashenko|Ю.С. Зима,2025,0,Open Access,Computer science
Machine Learning-Accelerated Density Functional Theory for Modeling the Physicochemical Properties of Oxide Perovskites as Oxygen Electrodes for Solid Oxide Electrochemical Cells,Marcos V. Barp|Sebastián Vecino‐Mantilla|Fabiana Matos de Oliveira|Zahreddine Hafsi|Luiz Gustavo Zandavalli|Massimiliano Lo Faro,2025,0,NOT Open Access,Density functional theory|Oxide|Perovskite (structure)|Electrochemistry|Ionic bonding|Chemical stability|Electrochemical energy conversion|Structural stability|Electrolysis
Intelligent Based Network Intrusion Detection System Using Deep Learning Methods and Bioinspired Metaheuristics,"Jamoos, Mohammad",2025,0,Open Access,Deep learning|Intrusion detection system|Artificial neural network|Class (philosophy)|Adversarial system|Network security
Synergistic Interactions Between Dementia Risk Factors: A Scoping Review Protocol,Aswin A. Anil|Elstin Anbu Raj S|R Vilakkathala,2026,0,Open Access,Dementia|Checklist|Metric (unit)|Risk assessment|Protocol (science)|Test (biology)|Systematic review|Meta-analysis
