Geography,Gender,HasCrCard,IsActiveMember,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,borrar,Exited
0,0,0,1,3037,4051,1,7167,0,9933,10071,1
0,0,1,1,1911,1527,2,0,1,16831,16902,0
0,1,1,0,18923,657,7,3848,0,20185,20163,0
0,0,1,0,11822,1038,7,0,1,20856,20832,0
0,1,1,1,12264,5508,8,0,1,8817,8747,0
1,1,1,1,11081,670,2,14128,1,21611,21567,0
0,1,1,1,5099,1781,7,0,1,20929,20929,0
2,0,1,0,9430,3169,2,0,1,7076,7071,0
0,1,0,1,20867,1298,2,12095,1,13777,13762,0
2,1,1,1,2210,3169,4,0,0,9980,10084,0
2,0,1,0,22949,2156,1,11108,0,25612,25626,0
1,1,0,1,12123,1418,7,14101,0,696,672,1
0,0,0,1,22476,3394,9,0,0,5223,5070,0
0,1,1,0,23911,1781,9,0,1,22895,22925,0
1,0,1,0,1856,4424,1,3077,2,14261,14106,1
0,0,1,0,19611,781,4,14944,0,5763,5783,0
0,1,1,0,22676,874,2,8819,0,21434,21377,0
0,0,1,0,14304,2803,5,8514,0,11353,11331,1
2,1,0,0,9687,1418,8,3241,0,8187,8139,0
2,1,1,0,21386,3541,2,14079,1,14093,14254,1
1,1,1,0,14722,1527,2,8305,1,2061,2046,0
0,0,1,0,17706,1527,2,6984,1,7449,7498,0
1,0,1,0,10417,1652,7,13328,1,11237,11201,0
2,0,1,0,9976,1781,2,0,1,13864,13846,0
2,0,0,0,2501,2276,9,0,0,18002,18001,0
1,1,0,1,3887,2544,0,3467,0,4093,4151,1
2,1,1,0,15749,2544,6,0,1,13331,13339,0
2,1,1,1,14821,1038,8,0,1,505,519,0
2,1,1,1,2160,1527,9,10544,0,16605,16732,0
0,1,1,0,17599,1916,9,0,1,22555,22556,0
0,1,1,0,7499,2544,9,12750,2,21579,21662,1
0,1,1,1,12168,3932,7,0,1,1584,1541,0
2,1,1,1,12068,2668,5,215,1,14970,15056,1
0,1,0,0,13133,781,10,4775,1,7575,7494,0
1,1,1,0,19082,3279,2,15665,0,11240,11249,0
1,1,1,0,17013,1072,9,8499,1,4973,4944,0
2,0,1,0,13632,1781,9,5512,0,25912,25914,0
0,1,1,0,592,2406,3,15108,0,25332,25339,0
0,1,1,0,9482,1781,9,14647,0,23232,23141,0
1,0,1,0,5204,1418,7,10303,0,21613,21618,0
0,1,1,0,17481,1652,5,9409,0,8351,8382,0
0,1,1,1,6018,1540,9,10519,0,10946,10950,0
1,0,1,1,4509,1916,8,14480,0,23617,23591,0
0,1,0,0,23466,1418,0,0,1,22148,22119,0
2,0,1,0,13877,2918,8,0,1,19277,19217,0
2,1,1,0,17954,2803,5,4750,0,4054,4057,0
0,1,1,0,5642,2156,9,0,1,16331,16244,1
0,1,1,0,21290,2880,8,0,1,15600,15600,0
1,1,1,1,18940,2040,5,9193,1,22853,22831,0
1,0,1,0,9570,2406,10,11734,0,23499,23490,1
0,0,1,1,21621,2040,1,9161,0,24497,24489,0
0,0,0,0,5817,2894,6,0,1,19548,19487,0
2,1,0,1,9575,1916,1,4402,0,23436,23356,0
2,1,0,0,841,2668,4,11164,0,15547,15499,1
0,0,1,0,11839,1527,2,10360,1,9746,9747,0
1,1,1,0,14722,1916,7,10957,0,15325,15361,0
2,0,0,1,7737,2156,0,365,0,8022,7855,1
2,0,0,0,19812,2668,3,4371,0,10503,10146,0
2,1,0,0,23264,657,7,7912,0,18074,18062,0
0,0,1,1,25240,1781,9,3948,1,16406,16415,0
1,1,0,0,14553,2406,6,4475,0,25588,25595,0
0,1,1,0,5190,3279,9,6779,2,15521,15715,1
1,0,0,1,9014,1652,6,5247,0,16722,16826,1
2,1,1,1,18886,1038,5,0,0,22567,22668,0
2,1,0,1,5682,5297,8,13442,0,508,512,0
0,1,1,1,3630,4872,9,0,3,2505,2495,1
0,1,1,0,18769,1916,9,0,1,17541,17496,0
1,0,1,1,19271,4805,1,261,1,5800,5805,0
0,1,1,1,20792,1916,1,0,1,16780,16759,0
1,1,1,0,15328,2918,1,15010,1,4892,4912,0
2,1,1,0,6236,922,8,14303,1,5153,5137,0
2,0,1,0,20894,2544,1,0,0,4163,4041,1
0,0,0,0,24337,1859,1,15388,0,21227,21214,0
1,0,1,0,21718,2156,9,12267,0,11461,11572,0
2,1,0,0,20363,1916,5,1071,0,24032,24039,0
0,0,1,0,8787,1527,6,0,0,13091,13120,0
2,1,0,0,22527,11,1,0,1,4427,4399,0
1,1,1,0,20630,518,7,1855,0,22156,22163,0
1,1,1,1,9169,2040,8,1405,0,10876,11059,0
2,0,1,0,10937,5092,3,0,2,9553,9509,1
0,0,0,0,10898,2276,6,3197,0,18029,17947,0
1,0,0,0,19814,2918,9,5479,0,1418,1362,1
0,0,1,1,18069,1131,7,0,1,10713,10720,0
0,1,1,1,11485,5922,9,0,1,12834,12858,0
0,1,0,0,6910,1652,0,219,0,19296,19262,0
0,0,1,0,19227,1298,4,15417,0,11265,11293,1
0,1,1,1,16355,3169,5,214,0,7688,7686,0
1,1,1,1,11566,1038,4,7158,0,3187,3190,0
0,1,1,0,22576,3169,6,0,1,23521,23484,0
1,1,1,0,20243,3541,9,11932,0,25113,25129,1
0,0,1,0,16656,922,5,0,0,6894,6927,0
1,0,1,0,14281,2617,6,10742,0,9144,9221,1
2,1,1,1,24745,1161,4,0,1,21742,21751,0
0,0,1,0,7428,2406,10,0,2,13656,13552,1
1,0,1,0,11748,2156,6,4178,1,1572,1564,0
2,0,1,1,18172,2156,5,7496,1,23566,23521,0
0,1,1,1,6187,165,9,9798,0,15358,15400,0
1,0,1,0,5633,781,2,11048,0,22387,22571,0
0,0,1,0,4877,3169,7,0,0,450,459,0
2,1,1,0,23887,2156,6,0,1,10209,10188,0
2,1,1,1,22965,2481,10,1061,0,5399,5596,0
2,0,0,1,5977,4051,7,0,1,17691,17660,0
1,0,0,0,10274,2156,1,10687,1,1641,1737,1
0,1,1,1,23364,5518,9,248,0,12682,12666,0
1,0,1,0,13151,1896,5,6036,0,19231,19254,0
2,1,1,1,21407,1652,2,0,1,3183,3193,0
1,0,0,0,12370,3033,3,8472,0,19267,19255,1
0,1,1,1,23681,1287,2,15206,0,22338,22261,0
1,0,1,0,18855,2893,5,8780,0,16624,16675,1
0,0,1,0,4597,1771,7,0,1,8519,8576,0
0,1,1,0,15043,1298,0,10492,0,21485,21421,0
1,1,1,1,8420,2406,7,5360,1,8591,8610,0
1,0,1,0,23168,2918,1,2368,0,25647,25631,0
1,0,0,0,18495,20,3,11261,0,25436,25470,0
2,0,1,0,11714,4812,5,0,1,13196,13244,1
0,1,1,0,1431,1298,1,15385,0,13813,13806,0
2,1,1,0,23918,2040,6,0,0,3137,3119,0
0,0,1,0,1550,1527,10,6932,1,17907,17854,0
0,1,0,1,14284,2040,1,14112,0,21350,21343,0
0,0,1,1,3425,1418,6,0,1,4909,4795,0
1,0,1,1,16079,1038,8,8742,0,9345,9344,1
1,1,1,0,512,2156,9,9340,1,5547,5478,0
0,1,0,0,15440,781,1,14564,0,4234,4231,1
0,1,1,1,8134,1916,10,0,1,24791,24792,0
0,0,0,0,19646,1161,7,0,1,1562,1575,0
0,1,1,0,13130,2918,8,16221,0,12481,12514,1
0,1,1,0,2994,1781,1,16067,0,9610,9635,0
0,1,1,1,7871,2156,3,0,0,11514,11544,0
0,0,1,0,10212,1527,9,0,1,24283,24296,0
0,1,1,0,674,2040,6,8547,0,17645,17567,0
0,1,1,1,15460,2918,1,12865,0,15031,15066,0
0,1,1,0,24319,3394,5,9499,1,19641,19589,0
0,1,1,1,2622,5279,9,2208,1,11721,11738,0
0,1,1,1,16868,3394,2,12505,0,11110,11168,0
2,1,1,0,8656,1781,1,0,1,7045,7019,0
1,0,1,1,18303,2040,2,12851,2,5513,5429,1
0,0,1,1,17397,3279,6,15728,0,19098,19102,0
0,0,1,1,16536,3292,3,6975,0,13615,13554,0
2,1,1,1,21237,2156,6,0,1,3228,3205,0
1,1,1,0,18067,4621,2,4722,0,8190,8217,1
0,0,1,1,17851,1298,3,12097,0,21646,21608,0
0,0,0,1,15767,2879,0,0,0,11173,11198,1
1,0,1,1,6381,2406,7,2668,1,5597,5690,0
2,1,1,0,18884,2040,9,13545,0,10643,10710,0
2,0,1,1,4915,1161,8,0,0,11196,11134,0
1,1,1,0,18585,1916,6,844,1,18810,18828,0
0,0,1,1,3664,2544,7,0,1,14476,14466,0
2,0,0,1,7771,1916,1,14308,1,2624,2419,1
2,0,1,1,8010,1842,2,0,1,8567,8559,0
1,1,1,1,11083,3663,4,8039,3,8314,8443,1
0,0,1,1,4027,1418,6,0,1,1998,2030,0
0,1,1,1,2359,2040,9,2731,0,18175,18126,0
0,1,1,0,12858,1207,8,14048,0,14377,14361,0
1,1,1,0,7688,3394,9,6454,0,22219,22231,1
1,1,0,0,1330,2156,8,9157,1,18034,18005,0
1,0,1,0,2307,2406,3,15068,1,16496,16460,0
0,1,0,1,5860,3169,0,1911,1,4693,4718,0
1,0,1,0,8111,4261,4,6608,0,23333,23335,1
2,0,1,0,9616,2803,8,0,1,7948,7907,0
0,1,1,1,5115,5954,2,0,1,6760,6720,0
0,1,1,1,23151,3033,8,0,1,19190,19146,0
2,0,1,0,19654,2803,5,0,1,16167,16110,0
0,0,1,1,12935,4424,2,5361,3,12614,12694,1
0,0,1,0,20325,1781,5,0,1,1812,1816,0
2,1,1,0,17499,411,4,0,0,2567,2608,0
1,1,1,0,15747,3485,2,11292,0,4900,4809,1
1,1,1,1,18707,2668,9,6534,1,11455,11408,0
0,0,1,1,4911,3430,5,9945,0,13890,13995,0
0,0,1,0,11939,2918,9,0,0,16129,16197,0
0,1,0,1,13389,2080,1,9407,0,7202,7231,0
1,1,1,0,20804,2156,1,7884,1,15872,15847,0
2,1,1,0,8238,4424,9,5750,0,2766,2735,0
0,1,1,1,4159,781,3,11573,0,4723,4701,0
1,1,1,1,25108,1545,7,5389,1,23326,23393,0
1,0,0,1,9782,1298,7,12869,1,25694,25695,0
1,0,0,0,4035,643,5,8858,1,10469,10606,0
1,1,1,0,11157,4125,5,3122,0,18624,18738,1
2,1,1,0,14071,3394,7,4520,1,17349,17330,1
0,0,1,0,202,2544,5,13175,0,10246,10205,1
0,1,1,0,13528,2918,8,0,1,4017,3970,0
0,1,1,0,4982,3663,3,7653,0,3842,3838,1
1,1,1,0,18164,1298,7,9912,0,1875,1870,0
0,1,1,1,14657,2544,7,0,1,15056,15016,0
0,0,1,0,20664,922,9,8529,0,8991,8998,0
0,1,0,1,22147,2276,3,0,0,4449,4361,1
2,1,1,1,15767,1652,1,0,0,12180,12182,0
0,1,0,1,4910,3359,6,7199,0,9000,8937,1
1,0,0,1,19613,620,7,16246,0,17607,17648,1
0,1,1,0,19450,4361,7,0,0,22053,22062,1
0,0,1,1,25284,411,3,0,1,1376,1514,0
0,0,0,0,10672,1038,7,3410,0,5518,5541,0
2,1,0,0,2673,2156,5,0,1,21564,21506,0
0,0,1,0,653,2406,5,403,0,11799,11747,0
0,1,1,1,17153,5735,6,0,0,10764,10764,0
0,1,1,1,23298,1161,5,12532,0,19042,19033,0
0,0,1,1,20516,4666,1,8484,0,21631,21520,0
0,1,1,1,2947,1038,9,3341,0,7255,7228,0
0,0,1,1,4706,1527,5,0,1,880,872,0
2,1,1,1,24481,2276,6,0,1,3979,3753,0
2,0,1,1,24485,1161,6,6607,1,1621,1624,0
1,0,1,0,24140,2040,4,6297,0,22720,22714,0
0,0,1,1,25016,2668,3,0,1,23856,23911,0
1,1,1,1,18326,118,3,7245,0,4122,4052,0
1,0,1,0,23922,2040,2,3694,1,24740,24735,0
0,0,1,1,10037,1418,2,14862,1,13499,13513,0
2,0,0,1,224,596,7,14930,1,15870,16255,1
2,0,0,1,20783,2156,5,14893,1,19274,19355,0
2,0,1,1,21254,2901,3,3131,0,8272,8409,0
2,1,1,1,11848,1916,4,4419,0,11065,11140,0
1,0,0,0,5945,4051,3,3258,0,11090,11084,1
0,0,1,1,13820,2544,6,5208,1,14526,14540,0
0,0,1,0,14766,1418,9,0,1,22279,22299,0
1,0,1,0,19864,2803,2,12046,0,10534,10617,0
0,1,1,1,11505,1862,1,0,0,2400,2404,0
2,1,1,1,24291,922,9,2935,0,16402,16435,0
0,1,1,1,5796,4720,3,0,1,12061,12074,0
1,1,1,1,11344,3918,7,15897,0,13387,13336,0
1,1,1,0,19542,2276,8,11830,1,18800,18781,0
0,0,1,1,18135,2276,3,11119,1,16848,16868,0
1,0,0,0,19554,781,10,3475,1,5528,5568,0
0,1,1,0,5752,917,5,7343,0,9014,9030,0
1,1,0,0,246,2737,5,9399,0,18167,18106,0
1,0,0,1,11973,2770,2,11994,1,13224,13168,1
0,0,1,0,23489,922,5,3218,1,21537,21539,0
1,0,0,1,4389,2040,2,7670,1,23385,23432,0
2,1,1,1,12522,1579,1,6683,0,12829,12998,0
2,0,0,1,22760,4089,7,443,1,11115,11239,1
2,1,0,0,18413,241,9,0,1,23136,23174,0
1,1,1,0,4903,657,3,8266,0,12867,12848,1
0,0,1,1,15767,1298,9,4002,0,11608,11565,0
1,0,0,0,15786,2918,7,2119,1,19874,19914,0
1,0,0,1,22030,302,0,2205,0,21079,21072,0
0,0,1,0,5532,3663,6,11361,2,16821,16736,1
1,0,1,0,14462,781,10,5994,0,19137,19117,0
2,1,1,1,14224,4424,1,4811,0,1016,987,0
1,0,1,1,21850,2918,2,1898,2,8642,8712,0
1,1,1,0,1259,2406,10,10335,1,21640,21569,0
2,1,1,0,7584,183,8,8418,1,11861,11954,0
2,0,1,0,5194,3663,3,0,2,10355,10364,1
2,1,1,1,6250,3017,10,10502,0,8331,8315,0
2,1,1,0,11355,1527,5,4186,0,130,138,0
0,1,1,1,9454,2406,7,0,0,7899,7874,0
0,1,1,0,20141,657,1,14582,1,2265,2248,0
2,1,1,1,2345,1161,9,5386,0,19028,19043,0
2,1,0,1,10014,1298,5,0,2,6124,6103,0
0,1,1,1,1854,1916,7,0,1,17890,17856,0
0,0,0,1,9237,1161,5,0,1,5564,5565,0
0,1,1,0,24627,1161,2,10719,0,25844,25840,0
0,1,0,1,17893,1038,1,1520,0,24496,24505,0
2,0,1,0,22,3791,8,12492,2,18875,18482,1
0,1,0,1,10690,2276,8,0,1,12273,12249,0
0,0,1,1,6627,1038,5,15328,1,9232,9171,0
0,0,0,0,14116,781,5,0,0,13619,13573,1
1,1,0,1,19293,518,2,13344,0,12707,12676,0
2,1,1,1,17160,1161,3,0,1,25748,25737,0
0,1,1,0,5319,298,5,0,1,2160,2218,0
0,0,1,1,16702,183,2,0,1,6796,6751,0
0,1,1,1,11733,2406,6,9036,0,19182,19295,0
1,1,0,1,25284,1916,9,8532,0,25978,25978,1
1,1,1,1,9027,3663,5,11202,0,11171,11256,0
2,0,0,1,23011,2156,4,0,1,8512,8621,0
2,0,1,0,5768,3663,9,0,0,19245,19244,1
1,1,1,1,4231,922,3,1293,0,3889,3857,0
0,1,1,1,9625,2276,0,0,0,22082,22050,0
0,1,0,0,17868,1418,3,12589,0,19292,19388,0
2,1,1,1,494,1781,0,13576,0,21173,20957,0
0,1,1,0,4748,1652,8,14683,0,18226,18195,0
0,0,1,1,15932,3169,8,13966,1,20814,20796,1
0,1,1,0,13166,1652,9,0,1,19091,19105,0
0,1,1,1,4303,6021,2,0,1,14608,14596,0
2,0,1,0,5641,3394,2,3156,2,12343,12354,1
0,0,0,0,434,2156,0,4449,0,1882,1945,0
2,0,1,0,3190,1418,3,0,1,8260,8241,0
0,1,1,0,5780,657,1,0,1,9688,9586,0
1,1,1,0,776,1933,2,5393,1,23277,23275,0
2,0,1,1,12912,2544,7,0,1,24111,24109,0
0,1,1,1,20789,1652,8,594,1,4439,4476,0
0,1,1,0,11145,2544,9,0,1,4572,4537,0
0,1,1,0,7106,781,3,0,1,476,480,0
2,1,1,1,17984,2276,3,0,1,25204,25212,0
0,0,1,0,18403,1418,3,0,1,3618,3588,0
0,0,1,0,21837,1527,5,4343,0,8882,8895,0
1,1,1,1,19621,2918,6,9948,1,8152,8074,1
2,0,1,0,19361,3033,7,0,0,4281,4227,1
0,0,1,0,13239,3169,7,6463,2,15478,15161,1
0,0,1,0,25284,2558,0,3054,0,11321,11413,0
1,1,1,1,6169,4331,5,6638,0,23267,23258,0
0,1,1,0,9183,1527,8,0,0,15386,15357,1
0,1,1,1,20742,1418,1,0,1,21008,21200,0
1,0,1,1,15002,1363,1,8457,0,13753,13795,0
0,0,0,1,19615,849,3,0,0,4512,4421,0
0,0,0,1,12992,1038,4,0,0,18507,18440,0
0,1,1,1,14787,2179,10,0,1,10998,10960,0
1,1,1,1,15876,2803,10,10436,0,23454,23428,0
0,1,1,1,24016,4095,5,0,0,916,914,1
1,1,0,1,5940,2276,6,4960,1,15231,15135,0
1,1,1,0,22879,3541,9,5836,0,15140,15387,1
1,0,1,0,6198,2803,2,8603,3,9349,9338,1
1,1,1,0,12983,1527,3,12878,1,3707,3708,0
2,0,0,0,14722,2444,4,0,1,25998,25998,0
1,0,1,1,17536,2754,8,10279,0,20644,20911,1
0,0,1,0,18220,781,1,4591,0,3190,3173,0
2,0,0,1,12897,1161,5,4174,0,14305,14311,0
2,1,1,1,13441,2040,6,10882,0,4826,4834,0
2,0,1,0,7461,2156,4,3202,1,5359,5328,0
1,0,1,1,920,1781,5,4922,0,24387,24372,0
0,0,1,0,19431,1527,9,0,1,3960,3907,0
0,1,0,0,5883,2276,0,5251,0,14450,14415,0
1,0,1,1,16980,1038,1,7093,1,1128,1105,0
1,0,0,1,6288,4980,0,3541,0,11875,11734,0
1,0,0,1,18909,3169,5,13666,1,15663,15753,0
2,0,0,0,21900,2276,9,9489,0,14064,13979,0
1,1,1,0,18899,2040,8,12541,0,11333,11348,0
0,1,0,0,19225,2156,9,0,1,21066,21098,0
0,0,1,1,13819,3169,3,669,0,6379,6363,0
0,0,0,1,18210,3541,2,4281,1,3795,3722,1
1,1,1,1,16947,1916,9,4495,0,6612,6607,0
1,1,1,0,4325,1916,2,13709,1,2769,2725,0
0,1,1,1,19539,4306,3,0,0,25350,25346,1
1,0,1,1,13762,5840,3,5087,1,5794,6004,0
1,1,1,1,17825,1298,5,1473,0,21927,21929,0
2,0,0,1,3473,1161,9,0,1,14053,14149,0
2,1,1,1,12290,5584,4,0,0,9555,9633,0
2,0,1,1,3158,4081,2,15008,0,9115,9214,0
0,1,1,0,3395,1652,1,3950,0,17995,17956,0
0,1,1,1,13740,781,2,0,1,15984,15961,0
1,0,0,1,15796,3918,2,5210,0,16815,16706,1
0,0,1,1,20644,3065,2,15643,0,16252,16271,0
1,1,0,0,15662,3394,2,3285,0,6284,6326,0
0,0,0,0,9234,922,2,8204,1,21791,21787,0
2,0,1,1,6483,2406,2,819,0,10929,10744,0
0,1,1,0,6052,2156,8,0,1,2020,2029,0
0,1,1,1,3475,2544,5,0,0,10080,10098,0
0,1,1,0,697,1916,10,6693,1,16147,16178,0
1,1,1,1,23667,1527,4,8054,0,6850,6795,0
0,1,0,0,9965,2485,1,13196,0,5621,5643,0
0,0,1,0,20376,1652,2,0,1,632,634,0
0,0,1,1,20118,3903,9,0,1,2761,2732,0
0,0,1,1,5993,2427,9,1583,0,18873,18962,0
0,1,1,1,5663,1298,7,0,1,10957,11098,0
1,1,0,1,10348,1652,9,11771,1,17611,17563,0
1,1,1,1,11995,5860,1,5812,0,14571,14522,0
0,1,1,1,11320,1418,10,0,1,25918,25923,0
0,1,0,0,14751,2040,0,0,1,19751,19644,0
0,1,1,0,6884,922,9,16090,0,16093,16042,0
1,0,1,0,16367,1038,2,3415,1,12974,12992,0
0,1,1,1,24545,518,6,0,1,20713,20815,0
0,1,1,0,17467,1418,7,0,1,7079,7073,0
1,1,0,0,22605,2276,6,370,1,23887,23898,0
0,0,0,1,18165,75,4,0,1,8244,8060,0
0,1,1,1,11402,2918,1,0,1,16398,16421,0
0,1,0,0,20586,1916,2,0,0,12212,12162,0
0,0,1,0,8986,3541,8,4832,0,8669,8582,0
0,1,1,1,817,2544,1,0,1,23153,23195,0
0,1,1,1,21980,781,7,0,1,3576,3547,0
0,1,1,1,1683,922,9,5868,0,21426,21527,0
0,0,0,0,12279,2406,2,15654,1,19733,19634,1
2,0,0,0,19614,2156,9,10736,0,25865,25871,0
0,1,0,1,14722,1298,9,16230,0,6777,6562,1
0,0,0,1,20574,5985,5,6431,0,17123,17198,0
2,1,1,1,22226,1292,10,0,0,14964,14941,0
0,1,1,0,23402,3791,4,7701,0,10836,10783,0
0,1,1,1,2500,1161,2,7487,0,18572,18461,1
0,1,0,0,23391,1697,8,12252,1,6176,6271,0
0,1,1,1,9994,1038,6,0,1,18639,18607,0
1,1,0,1,9190,2276,2,3750,1,5575,5488,0
0,0,1,0,13799,3169,1,0,0,16648,16612,1
2,0,1,0,262,2803,7,1979,0,9719,9722,0
1,0,1,0,21885,2668,3,11603,0,16764,16871,1
0,1,1,0,22312,2803,7,4275,1,13809,13827,0
0,1,1,1,417,2245,8,840,0,4656,4538,0
2,0,1,0,1714,2544,9,0,0,21344,21392,1
0,1,1,0,22791,2544,9,6485,0,1746,1704,1
1,1,1,1,9118,1467,4,13268,1,5948,6036,0
2,1,1,1,7006,2156,2,586,0,780,797,0
1,0,0,0,5572,1916,0,8240,1,3311,3185,0
2,1,1,0,1423,2406,2,0,0,8983,9346,0
0,0,0,0,9650,2156,3,0,1,16778,16764,0
0,1,1,0,9852,2276,1,0,1,3669,3688,0
2,1,1,0,15544,2276,10,0,1,16787,16696,0
1,0,1,1,12211,2803,1,10355,0,12467,12721,1
2,0,0,1,15640,3541,5,8297,0,15952,15897,0
0,1,0,0,25076,0,2,14960,0,19181,19996,0
1,1,1,0,6827,2668,1,10718,0,20286,20357,1
1,0,0,0,21922,2040,5,10584,0,17425,17398,0
1,1,1,0,2304,2918,9,5896,1,3195,3253,0
1,0,1,0,25118,657,5,9670,0,8646,8636,0
1,1,0,1,19251,1916,9,9730,1,25388,25392,0
0,0,1,1,9504,2544,5,0,1,2237,2249,0
0,0,1,1,25284,2040,10,0,1,10564,10507,0
0,0,1,0,5351,1652,6,0,1,15148,15354,0
0,1,1,0,8882,2668,1,1463,0,7232,7224,0
1,0,1,1,12735,781,3,1968,1,20874,20912,0
0,1,1,0,14984,1429,9,16161,0,12221,12280,0
2,0,0,0,15835,3169,3,198,0,21039,20968,1
0,1,1,1,20711,1781,10,0,0,7401,7341,0
2,1,1,1,3438,1298,8,1851,1,21055,21121,0
0,0,1,1,3936,1161,2,10459,0,17902,17861,0
0,1,1,1,17422,781,8,0,1,15688,15678,0
0,0,1,1,369,2040,2,0,1,15369,15380,0
0,1,1,0,21425,1418,6,14271,1,9352,9379,0
0,0,1,0,18275,922,6,16010,0,12475,12498,1
0,0,1,0,6229,1161,5,12677,1,1278,1279,0
1,0,0,1,17131,5832,8,10126,0,15891,15967,1
0,1,1,1,15152,2467,6,9227,0,7850,7842,0
0,0,1,1,11885,2544,5,0,1,17276,17335,0
0,1,1,1,14570,5049,4,13400,1,4550,4498,0
1,0,1,0,20758,1667,8,8126,0,10161,10234,0
0,1,1,0,14219,2040,1,0,1,1597,1595,0
0,1,1,1,1710,1916,5,11741,0,571,571,0
1,1,1,0,12431,1527,5,9956,1,11653,11674,0
0,0,1,1,1135,2040,6,0,1,23596,23631,0
0,0,1,1,17724,2156,3,15969,1,6339,6352,0
0,0,1,0,19260,2544,10,3295,0,15121,15164,0
2,0,1,0,6331,781,4,0,1,18567,18567,0
0,1,0,1,5336,2040,1,0,1,831,826,0
0,0,0,1,5180,1527,1,10359,0,16455,16498,0
1,0,1,0,20787,2406,7,15579,0,12047,12076,1
0,1,0,0,7135,2237,3,8032,0,10642,10616,0
0,1,0,0,85,3405,9,13102,2,22747,23013,1
2,0,1,1,9071,2040,5,0,1,11482,11556,0
2,0,1,0,4662,2040,2,741,0,17506,17421,0
0,0,1,1,18911,5621,3,0,0,575,574,0
0,0,1,1,6637,2554,7,0,1,2865,2881,0
2,1,1,1,24511,2406,9,7841,0,21248,21228,0
2,1,1,0,7790,2173,0,16134,1,5308,5313,0
0,1,1,1,13399,3557,6,0,0,14105,13954,0
0,0,1,0,2960,1916,2,0,0,7046,7145,0
0,1,0,1,18089,1652,2,5325,0,9699,9732,0
0,0,1,0,5328,1527,5,0,0,18910,18876,0
0,0,1,1,988,1652,2,0,1,19411,19532,0
0,0,1,0,3997,1298,2,0,1,14652,14666,0
1,1,1,0,3989,2668,9,2636,1,1468,1567,0
0,0,0,1,20300,2803,8,14428,0,572,568,0
0,1,1,1,17513,3869,3,0,0,22607,22764,1
0,0,1,0,18726,2276,3,0,1,12643,12669,0
0,1,0,1,22913,1781,3,15680,0,13515,13466,0
1,0,1,1,3750,1916,10,14680,0,17587,17640,0
0,1,1,0,18894,2918,7,0,1,14523,14532,0
1,0,1,0,13162,2406,2,2313,1,15834,15866,1
0,1,1,1,12855,4952,7,0,1,10724,10729,0
0,1,1,0,14988,1527,9,0,1,4277,4236,0
1,1,1,1,7764,518,9,6164,0,12769,12810,0
0,0,1,1,4665,1366,1,5558,0,6438,6329,0
0,0,0,0,2241,2803,7,5731,1,2541,2560,0
1,0,1,0,18694,3394,10,9718,2,21974,21986,1
0,0,1,0,22809,3169,7,6116,0,15727,15708,0
0,1,1,0,16982,2156,4,0,1,9827,9996,0
2,1,1,0,16250,2803,6,7659,0,22864,22857,0
0,1,1,0,10645,2544,1,0,0,17588,17537,0
0,1,1,1,13899,1527,3,0,1,24162,24161,0
1,1,1,0,19977,1916,10,8916,1,19202,19173,0
2,0,1,1,2526,4424,3,0,1,2457,2468,0
0,1,1,0,2563,1916,3,14919,0,25860,25852,0
1,0,0,1,5243,5180,3,7796,2,17143,17142,1
2,1,1,1,25284,411,2,0,1,1226,1215,0
1,1,1,0,21257,1298,7,14287,0,3193,3169,0
1,1,1,0,8557,3918,3,16057,0,5838,6042,0
0,1,1,0,4129,3033,2,14100,0,17297,17292,1
1,1,1,0,5938,3033,8,7274,1,10834,10670,1
2,1,1,1,5489,1298,2,5359,0,20390,20434,0
0,1,1,0,17936,2668,8,11035,0,9213,9242,0
0,1,1,0,7827,2156,3,699,0,10254,10223,0
2,0,0,0,16833,1652,10,4318,1,5545,5627,0
1,0,1,1,19488,4306,8,12887,1,23332,23317,0
0,0,1,0,23281,781,5,0,0,23445,23589,1
0,1,1,0,6408,2544,5,0,0,17504,17518,0
0,0,1,0,2748,1161,4,0,1,24766,24739,0
2,0,1,1,8411,1781,2,0,1,20268,20245,0
0,0,1,0,25284,1652,1,1696,0,13011,13000,0
0,1,1,1,7088,1298,4,0,1,23689,23679,0
2,0,0,1,421,340,9,0,1,9993,9862,0
0,0,1,1,20079,2961,5,12753,0,18993,19012,0
2,1,0,1,23774,637,1,12719,0,15749,15754,0
0,1,1,1,22824,1764,10,0,1,24678,24618,0
1,0,1,0,7585,3394,8,7489,0,14553,14614,1
0,0,1,1,16182,4051,7,15046,0,17970,17991,1
2,1,1,0,5011,2156,7,0,1,8028,7640,0
2,1,1,1,3424,3394,7,899,0,4249,4279,0
0,1,1,1,18016,2343,9,0,1,6407,6368,0
0,1,1,1,13165,1161,8,0,1,118,116,0
2,0,1,1,18306,2162,2,12791,0,19555,19541,0
1,1,0,1,22013,2918,8,2524,1,10437,10365,0
0,1,1,1,7717,1161,7,12508,1,12320,12239,0
1,1,1,1,22262,2803,4,8893,0,1575,1557,1
1,1,1,1,12102,298,9,13431,0,20446,20425,0
1,0,1,0,24947,4259,7,2888,0,22419,22694,1
0,0,0,0,20776,1298,5,0,0,7651,7653,0
0,0,1,0,17781,2391,3,0,0,4399,4415,0
0,0,1,0,15652,3541,9,0,0,20900,20835,1
1,0,1,0,19274,5445,6,14928,0,19753,19765,1
